year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.2,11.5,17.4,4.8
1988,2.0,12.9,16.8,4.6
1989,3.6,12.2,16.8,4.4
1990,3.1,11.8,15.7,3.8
1991,0.7,10.0,17.2,2.7
1992,1.7,12.8,18.0,4.0
1993,1.1,14.2,16.1,4.2
1994,3.4,12.7,18.4,6.0
1995,1.9,11.9,16.5,3.9
1996,-1.8,12.3,14.5,2.9
1997,1.7,11.6,16.2,3.9
1998,2.6,13.3,16.3,3.1
1999,1.3,12.9,17.6,3.8
2000,1.7,14.3,16.3,5.9
2001,2.5,12.3,16.2,4.0
2002,2.9,13.6,16.4,5.1
2003,0.2,14.8,18.4,3.5
2004,0.8,12.0,16.8,4.3
2005,-0.5,13.1,16.5,3.3
2006,-1.9,13.1,17.6,6.2
2007,4.5,14.6,15.9,3.5
2008,3.2,13.5,16.2,4.8
2009,-0.1,14.0,17.5,4.9
2010,0.0,12.3,16.5,2.9
2011,1.8,14.0,17.0,4.8
2012,1.1,13.2,16.8,4.4
2013,-0.2,12.1,17.1,4.9
2014,3.5,12.9,16.4,6.5
2015,1.5,13.0,18.1,6.2
2016,2.9,12.6,17.5,3.9
