year,annual-estival-days
1987,35
1988,32
1989,29
1990,35
1991,34
1992,43
1993,33
1994,52
1995,38
1996,31
1997,39
1998,40
1999,33
2000,39
2001,39
2002,37
2003,80
2004,35
2005,38
2006,44
2007,46
2008,46
2009,41
2010,38
2011,47
2012,48
2013,46
2014,36
2015,60
2016,48

min,16
max,130
steps,9
decimal
