year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,13,26,-50.27,5,11,-133.62,62,30,143
1988,17,18,-6,1,17,-62,49,31,188
1989,34,31,-201,3,10,-166,33,42,228
1990,19,30,-76,3,5,-92,38,35,247
1991,9,14,-92,0,18,-119,66,44,185
1992,4,23,-72,2,16,-86,57,37,142
1993,7,27,-65,0,5,-5,57,45,222
1994,18,16,-146,3,2,-102,42,39,237
1995,6,23,-30,2,10,2,55,29,176
1996,15,29,-72,3,14,-184,52,53,187
1997,19,30,-96,5,12,-188,50,53,152
1998,5,27,-31,2,14,-21,64,41,294
1999,28,38,-117,5,11,-244,50,31,195
2000,10,25,-81,1,11,18,64,46,265
2001,6,34,-92,0,8,-122,58,46,166
2002,23,28,-9,3,5,-71,42,56,224
2003,13,42,-76,2,3,-111,54,43,218
2004,10,26,-16,4,10,-102,66,50,252
2005,12,35,-202,5,16,-269,41,39,112
2006,6,18,-29,2,15,-46,59,33,181
2007,14,39,-81,3,5,-94,47,43,131
2008,18,29,-50,1,5,17,63,53,283
2009,6,32,-61,1,10,-61,55,36,239
2010,29,25,-107,2,13,-130,55,39,146
2011,14,48,-71,4,4,-102,52,43,160
2012,5,29,-24,1,16,-94,60,55,127
2013,27,20,-32,4,12,-104,51,41,155
2014,11,12,-99,3,8,-155,50,50,157
2015,16,32,-142,3,18,-200,39,53,138
2016,24,21,-12,4,19,-76,55,56,186
2016
2017,8,10,12,2,18,-56,60,29,167
2018,22,27,2,3,14,-147,57,29,89
2019,29,17,24,3,18,-134,54,30,105
2020,31,14,-96,0,31,-160,48,33,91
2021,27,31,-52,2,19,-129,36,10,163
2022,24,27,-52,5,26,-179,46,25,149
2023,7,23,24,3,15,-120,65,31,93
2024,28,46,-75,1,15,-133,50,38,193
2025,22,36,55,1,17,-57,49,25,119
2026,30,41,-133,2,11,-226,42,32,54
2027,36,15,-150,1,12,-159,39,19,181
2028,26,28,-38,2,8,-135,67,31,151
2029,18,30,20,1,12,-144,57,20,140
2030,7,22,40,1,13,10,74,21,186
2031,21,17,-57,4,21,-129,46,30,198
2032,5,34,-44,1,27,-153,58,14,136
2033,19,15,36,1,3,-15,58,36,149
2034,13,24,1,5,24,-153,69,31,98
2035,16,23,-39,3,20,-91,60,27,165
2036,36,19,-74,2,13,-182,54,28,176
2037,19,32,-66,5,2,-93,53,33,252
2038,26,21,-50,3,29,-185,48,36,184
2039,14,13,-36,1,7,-52,59,28,123
2040,10,22,-29,0,11,-64,69,30,141
2041,22,50,-179,4,19,-269,53,22,116
2042,15,30,-72,5,12,-175,63,28,149
2043,27,21,30,3,13,-67,53,26,194
2044,18,24,6,2,12,-99,56,38,169
2045,16,39,-76,3,8,-99,55,21,211
2046,32,22,-145,3,21,-193,39,14,105
