year,annual-frozen-days
1987,87
1988,88
1989,75
1990,63
1991,86
1992,73
1993,106
1994,65
1995,91
1996,114
1997,98
1998,94
1999,98
2000,70
2001,92
2002,74
2003,105
2004,100
2005,96
2006,98
2007,56
2008,60
2009,67
2010,98
2011,87
2012,75
2013,82
2014,42
2015,67
2016,71
