year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.0,13.2,18.3,5.8
1988,2.8,13.9,18.5,4.5
1989,4.0,13.7,18.3,5.2
1990,4.5,13.8,17.6,5.3
1991,1.3,12.3,19.1,4.4
1992,3.4,14.6,20.4,4.4
1993,1.0,15.0,17.6,4.5
1994,3.8,14.2,20.2,5.3
1995,2.9,13.8,18.5,4.1
1996,-1.8,14.3,16.3,4.7
1997,1.8,13.6,17.9,4.9
1998,3.4,15.1,18.2,3.3
1999,2.0,14.5,19.1,4.5
2000,2.5,16.5,18.1,7.2
2001,2.5,13.7,18.2,4.1
2002,3.5,15.1,18.5,4.3
2003,0.4,15.7,19.6,4.6
2004,1.4,13.9,18.4,5.8
2005,1.0,14.6,18.0,4.5
2006,-1.2,14.5,19.2,7.3
2007,5.4,16.3,18.5,4.3
2008,4.2,15.2,18.2,6.5
2009,1.3,15.8,19.7,5.6
2010,1.1,14.5,18.5,3.9
2011,2.1,15.8,19.2,5.5
2012,2.3,15.6,19.7,5.5
2013,1.0,14.5,19.2,6.4
2014,4.7,15.2,18.7,7.6
2015,3.3,14.6,20.5,6.9
2016,3.7,14.7,19.6,4.7
