year,annual-hydric-deficit
1987,-346
1988,-573
1989,-494
1990,-639
1991,-520
1992,-648
1993,-532
1994,-597
1995,-80
1996,-36
1997,-108
1998,-383
1999,-346
2000,-412
2001,-259
2002,-321
2003,-480
2004,-228
2005,-220
2006,-122
2007,-133
2008,-249
2009,38
2010,44
2011,-374
2012,-326
2013,-126
2014,-89
2015,-436
2016,-168
