year,annual-estival-days
1987,39
1988,41
1989,40
1990,42
1991,47
1992,66
1993,58
1994,67
1995,59
1996,43
1997,59
1998,51
1999,53
2000,66
2001,50
2002,62
2003,85
2004,49
2005,47
2006,50
2007,69
2008,67
2009,61
2010,46
2011,67
2012,79
2013,59
2014,57
2015,65
2016,78

min,16
max,130
steps,9
decimal
