year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1934,13,-370,3
1988,1909,10,-435,1
1989,1836,10,-355,0
1990,1884,10,-434,0
1991,2076,10,-619,1
1992,1860,9,-365,1
1993,1971,12,-456,3
1994,1558,10,-503,5
1995,1809,9,-474,1
1996,1555,10,-497,4
1997,1985,13,-398,1
1998,1879,11,-346,0
1999,1505,11,-456,2
2000,1870,11,-555,5
2001,1519,10,-240,0
2002,1899,11,-433,2
2003,1675,11,-331,6
2004,1706,11,-484,7
2005,1842,13,-455,0
2006,1795,11,-399,7
2007,2000,11,-488,0
2008,1824,10,-380,7
2009,1620,9,-374,1
2010,1855,10,-435,1
2011,1833,11,-416,2
2012,1451,9,-366,6
2013,1899,10,-503,2
2014,1813,12,-375,1
2015,1709,10,-398,0
2016,1517,9,-289,0
2016
2017,1851,11,-378,7
2018,2115,13,-452,0
2019,1930,13,-417,0
2020,1686,10,-370,6
2021,1859,12,-489,2
2022,1781,12,-320,3
2023,1807,11,-444,3
2024,1836,11,-528,7
2025,1383,10,-287,4
2026,1918,12,-433,3
2027,1831,10,-424,0
2028,1909,13,-370,0
2029,1857,13,-549,1
2030,1699,12,-487,4
2031,1695,12,-306,4
2032,2075,11,-467,0
2033,1727,10,-422,4
2034,1837,10,-331,1
2035,1994,12,-445,0
2036,1847,11,-394,2
2037,1818,12,-331,1
2038,1926,12,-444,8
2039,2148,12,-411,3
2040,1945,11,-392,2
2041,1543,11,-333,4
2042,1791,10,-397,0
2043,1770,11,-264,0
2044,1917,11,-424,7
2045,2051,11,-354,0
2046,1697,10,-357,10
