year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,28,-210,-219,55
1988,-26,-252,-267,-29
1989,-65,-195,-188,-47
1990,-72,-222,-316,-28
1991,-63,-189,-277,8
1992,-19,-306,-350,27
1993,-19,-322,-214,24
1994,-59,-186,-342,-10
1995,22,-63,-131,92
1996,53,-55,-53,18
1997,39,-154,-21,29
1998,-94,-207,-114,32
1999,-28,-138,-190,10
2000,23,-337,-127,29
2001,14,-188,-71,-14
2002,-66,-182,-162,90
2003,-59,-216,-273,68
2004,75,-94,-232,23
2005,66,-214,-105,34
2006,90,-100,-96,-15
2007,93,-259,-76,109
2008,-15,-132,-140,38
2009,169,-123,-102,95
2010,-3,90,-55,12
2011,-23,-153,-207,9
2012,22,-241,-148,41
2013,114,-21,-219,0
2014,-72,-48,1,30
2015,-38,-224,-236,62
2016,-7,-88,-125,52
