year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,125,206,195,212
1988,238,136,176,143
1989,125,160,117,155
1990,186,135,114,292
1991,221,176,106,174
1992,126,148,221,139
1993,106,348,186,246
1994,266,153,219,187
1995,269,86,85,264
1996,217,149,138,263
1997,107,203,134,223
1998,182,271,179,201
1999,174,157,272,201
2000,119,184,221,363
2001,116,146,194,144
2002,217,244,157,415
2003,110,192,101,242
2004,170,121,222,277
2005,147,126,165,206
2006,119,126,160,290
2007,186,189,294,158
2008,233,146,416,229
2009,140,208,208,376
2010,144,130,228,232
2011,131,147,194,271
2012,112,347,269,213
2013,183,146,146,235
2014,291,175,203,304
2015,155,172,165,367
2016,202,221,176,139
