year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,46,-9,-33,130
1988,142,-91,-56,60
1989,9,-86,-136,73
1990,63,-103,-138,214
1991,137,-62,-139,88
1992,23,-93,-23,59
1993,-5,138,-43,167
1994,174,-57,19,105
1995,179,-141,-171,176
1996,137,-79,-60,201
1997,31,9,-69,165
1998,105,82,-14,139
1999,104,-44,68,143
2000,50,-24,16,287
2001,42,-70,-21,68
2002,124,31,-35,346
2003,21,-36,-130,175
2004,85,-103,10,216
2005,59,-103,-66,128
2006,36,-120,-99,205
2007,93,-43,78,74
2008,122,-101,205,169
2009,61,-20,-9,311
2010,79,-102,11,179
2011,58,-98,-21,186
2012,20,149,53,161
2013,126,-61,-83,158
2014,204,-44,-18,230
2015,68,-60,-56,287
2016,118,10,-47,70
