year,annual-estival-days
1987,1
1988,0
1989,4
1990,3
1991,0
1992,0
1993,0
1994,1
1995,15
1996,2
1997,0
1998,1
1999,3
2000,1
2001,2
2002,0
2003,6
2004,2
2005,4
2006,12
2007,0
2008,0
2009,0
2010,0
2011,0
2012,0
2013,6
2014,0
2015,1
2016,2
