year,F1,F3,M4
,label F1,label F3,label M4
1987,49,137,2
1988,52,133,0
1989,55,143,0
1990,49,139,0
1991,63,149,0
1992,67,144,0
1993,75,149,0
1994,61,144,0
1995,65,145,0
1996,48,144,1
1997,47,138,0
1998,54,146,0
1999,66,145,1
2000,49,146,0
2001,30,148,1
2002,52,146,0
2003,77,150,1
2004,50,137,1
2005,57,149,0
2006,56,141,0
2007,51,137,0
2008,49,144,0
2009,48,146,0
2010,71,146,0
2011,47,147,0
2012,61,151,1
2013,56,152,0
2014,53,142,0
2015,56,136,0
2016,62,146,1
2016
2017,40,141,0
2018,30,141,0
2019,40,136,0
2020,33,134,0
2021,44,141,0
2022,42,139,1
2023,32,124,0
2024,35,149,0
2025,34,127,0
2026,37,142,0
2027,50,139,0
2028,30,139,0
2029,28,138,0
2030,44,138,0
2031,35,137,0
2032,42,152,1
2033,48,131,1
2034,38,138,0
2035,38,136,0
2036,51,141,0
2037,40,142,0
2038,35,135,0
2039,33,133,1
2040,48,143,0
2041,60,135,0
2042,41,145,0
2043,32,140,0
2044,45,135,0
2045,42,137,0
2046,47,130,2
