year,annual-hydric-deficit
1987,133
1988,55
1989,-141
1990,36
1991,25
1992,-34
1993,257
1994,241
1995,42
1996,199
1997,136
1998,312
1999,272
2000,329
2001,21
2002,466
2003,31
2004,208
2005,18
2006,21
2007,202
2008,395
2009,343
2010,168
2011,125
2012,383
2013,140
2014,372
2015,239
2016,151
