year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.8,10.8,14.7,8.1
1988,6.0,11.5,13.8,8.7
1989,7.2,10.8,15.7,8.8
1990,7.8,11.3,15.1,8.1
1991,5.4,10.6,15.5,8.0
1992,7.3,12.2,14.4,7.3
1993,7.3,11.5,14.1,7.2
1994,6.1,10.3,14.0,9.4
1995,5.8,11.1,16.1,8.9
1996,5.4,10.4,14.7,7.6
1997,6.7,11.2,15.5,9.0
1998,7.7,10.9,14.8,8.3
1999,6.5,11.5,15.5,8.0
2000,6.7,10.8,15.0,7.5
2001,5.0,11.0,14.8,8.7
2002,7.5,11.2,14.7,8.7
2003,6.4,12.0,15.8,8.1
2004,6.0,11.8,15.3,8.3
2005,6.9,11.7,15.5,8.4
2006,5.7,11.7,16.5,9.2
2007,6.8,12.2,14.6,9.1
2008,6.6,11.6,14.8,7.1
2009,5.7,11.8,14.8,7.8
2010,3.5,11.4,14.8,5.4
2011,6.1,12.0,14.3,9.5
2012,7.5,10.3,14.5,7.1
2013,4.5,10.5,16.0,8.6
2014,6.3,12.0,15.0,8.2
2015,5.1,10.8,14.0,9.6
2016,5.9,11.1,15.5,8.1
