year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,0,0,-320,11,2,-587,33,19,11
1988,4,0,-397,9,0,-677,37,10,0
1989,1,0,-365,6,2,-602,46,13,0
1990,6,0,-390,11,1,-566,44,8,45
1991,0,1,-456,11,2,-648,33,20,15
1992,1,0,-403,8,3,-656,30,6,30
1993,2,0,-455,6,0,-657,34,16,37
1994,2,0,-444,9,0,-702,28,7,45
1995,1,0,-295,9,0,-559,38,11,53
1996,1,0,-405,8,6,-681,38,6,11
1997,2,0,-411,10,1,-660,42,1,34
1998,5,0,-483,10,1,-665,23,8,50
1999,1,0,-374,5,3,-653,38,8,77
2000,1,0,-476,8,0,-641,30,6,12
2001,0,0,-422,8,1,-652,32,7,26
2002,0,2,-421,7,0,-620,22,2,66
2003,4,0,-451,9,3,-672,35,12,45
2004,1,0,-433,2,0,-707,21,15,8
2005,3,0,-322,8,3,-652,30,8,55
2006,0,0,-401,8,2,-671,35,3,16
2007,0,0,-320,6,13,-640,35,15,68
2008,0,0,-462,8,3,-649,28,6,38
2009,6,0,-386,10,1,-633,27,14,4
2010,5,0,-444,10,0,-691,30,11,52
2011,0,0,-430,7,1,-638,39,2,65
2012,3,0,-441,8,0,-661,34,9,20
2013,2,0,-359,3,3,-663,26,18,72
2014,0,0,-354,10,0,-648,45,8,84
2015,2,1,-399,8,0,-648,31,12,102
2016,0,0,-398,6,2,-677,24,11,0
2016
2017,0,0,-404,9,14,-678,37,5,0
2018,6,0,-436,10,5,-702,23,12,1
2019,12,0,-471,9,6,-707,27,7,133
2020,4,0,-250,8,0,-646,28,0,101
2021,14,0,-524,2,23,-809,25,3,9
2022,0,0,-234,9,3,-560,47,7,41
2023,2,0,-415,7,7,-680,37,4,15
2024,5,0,-409,9,0,-586,25,4,48
2025,1,0,-395,5,3,-628,19,2,9
2026,5,0,-446,6,3,-647,23,6,41
2027,5,0,-476,8,19,-692,27,4,27
2028,5,0,-367,6,9,-629,26,10,116
2029,5,0,-377,9,9,-670,27,3,94
2030,10,0,-394,6,0,-680,26,1,120
2031,4,0,-404,11,17,-669,29,11,6
2032,1,0,-326,6,20,-669,46,1,223
2033,4,0,-370,5,0,-617,25,4,12
2034,0,0,-299,7,1,-590,29,1,0
2035,0,0,-460,9,6,-659,20,3,48
2036,4,0,-408,11,16,-673,25,4,187
2037,3,1,-360,11,0,-665,20,13,1
2038,6,0,-461,6,1,-749,15,1,61
2039,9,0,-449,10,19,-663,27,2,58
2040,5,0,-489,6,21,-743,27,10,0
2041,8,0,-422,7,12,-688,31,2,27
2042,8,0,-346,10,6,-598,29,3,15
2043,0,0,-427,2,2,-656,28,6,54
2044,2,0,-419,11,5,-665,30,3,20
2045,4,0,-290,5,3,-608,38,3,9
2046,7,0,-420,9,12,-691,34,4,34
