year,annual-frozen-days
1987,29
1988,41
1989,29
1990,29
1991,31
1992,47
1993,42
1994,24
1995,27
1996,23
1997,12
1998,41
1999,53
2000,32
2001,31
2002,15
2003,29
2004,29
2005,64
2006,33
2007,39
2008,29
2009,20
2010,23
2011,24
2012,37
2013,31
2014,18
2015,32
2016,9
