year,annual-estival-days
1987,146
1988,109
1989,123
1990,137
1991,123
1992,119
1993,109
1994,114
1995,139
1996,121
1997,130
1998,118
1999,138
2000,137
2001,132
2002,137
2003,144
2004,137
2005,145
2006,152
2007,137
2008,119
2009,155
2010,130
2011,147
2012,147
2013,140
2014,160
2015,141
2016,147

min,88
max,160
steps,10
decimal
