year,annual-precipitations
1987,636
1988,566
1989,586
1990,255
1991,444
1992,401
1993,525
1994,474
1995,651
1996,503
1997,686
1998,633
1999,830
2000,360
2001,955
2002,621
2003,467
2004,941
2005,729
2006,573
2007,793
2008,614
2009,609
2010,926
2011,393
2012,518
2013,716
2014,829
2015,628
2016,732
