year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.1,15.3,21.0,7.4
1988,4.2,15.4,20.8,5.3
1989,4.6,15.4,20.1,6.8
1990,5.7,16.3,19.3,7.0
1991,3.2,14.5,20.5,6.1
1992,4.5,16.5,21.8,6.9
1993,2.2,16.7,20.2,6.7
1994,5.3,16.3,22.4,7.3
1995,4.7,15.7,20.4,6.5
1996,0.2,16.9,18.4,7.3
1997,3.1,15.1,19.2,6.2
1998,4.6,16.5,20.0,4.7
1999,3.7,16.5,20.7,5.8
2000,3.4,17.7,20.4,9.7
2001,6.4,16.0,20.3,6.0
2002,5.4,17.1,20.3,7.9
2003,1.0,18.2,21.3,6.9
2004,2.9,15.8,19.9,7.8
2005,0.9,15.8,19.8,6.7
2006,2.1,16.4,20.5,8.6
2007,7.5,18.0,20.5,5.2
2008,5.4,17.5,20.0,8.7
2009,3.0,17.4,21.9,8.1
2010,3.1,16.6,20.5,6.6
2011,3.1,16.9,22.1,6.1
2012,2.7,17.1,22.8,7.9
2013,3.9,16.7,20.7,8.3
2014,6.8,16.6,20.3,8.9
2015,4.6,16.8,22.2,8.0
2016,5.7,17.2,20.8,6.1
