year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2065,12,-426,0
1988,2590,13,-588,3
1989,2128,11,-568,0
1990,2219,11,-542,0
1991,2240,13,-492,1
1992,2115,11,-470,0
1993,2311,16,-668,0
1994,2107,11,-633,4
1995,2225,11,-496,0
1996,2099,13,-453,1
1997,2300,15,-646,0
1998,2400,12,-605,0
1999,2069,10,-547,0
2000,2124,12,-480,0
2001,2203,9,-478,0
2002,2066,12,-480,0
2003,2026,12,-427,1
2004,2279,12,-504,0
2005,2079,10,-379,0
2006,2181,13,-574,3
2007,2281,14,-604,0
2008,2306,14,-586,4
2009,2297,11,-603,0
2010,2113,9,-551,1
2011,2283,11,-519,0
2012,1965,11,-385,2
2013,2053,11,-559,0
2014,2392,14,-531,2
2015,2348,11,-634,0
2016,2022,10,-335,0
2016
2017,2228,13,-500,0
2018,2117,10,-540,0
2019,2490,13,-655,0
2020,2251,13,-549,1
2021,2497,12,-666,0
2022,2571,14,-517,0
2023,2444,12,-566,0
2024,2214,12,-611,0
2025,2317,10,-430,0
2026,2408,14,-649,0
2027,2505,13,-651,0
2028,2451,12,-573,2
2029,2571,12,-603,0
2030,2408,12,-699,0
2031,2533,14,-587,0
2032,2338,12,-652,0
2033,2315,13,-520,0
2034,2334,14,-567,7
2035,2217,12,-499,0
2036,2714,13,-534,0
2037,2410,12,-647,1
2038,2337,14,-513,2
2039,2482,14,-616,1
2040,2262,12,-448,0
2041,2647,15,-553,1
2042,2444,13,-569,0
2043,2287,13,-461,0
2044,2023,12,-488,1
2045,2535,12,-578,1
2046,2258,12,-474,0

min,1500,8,,0
max,3000,20,,10
steps,11,8,,11
decimal


