year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,89,-124,-264,58
1988,60,-145,-246,-13
1989,-57,-83,-153,-7
1990,-90,-299,-293,-13
1991,-51,-222,-143,64
1992,-76,-234,-313,105
1993,91,-255,-264,58
1994,-22,-201,-249,46
1995,27,-128,-118,58
1996,7,-191,-155,64
1997,6,-151,-168,155
1998,-2,-229,-138,93
1999,41,-179,-44,172
2000,-44,-298,-282,-12
2001,56,25,-79,68
2002,-50,-161,-160,79
2003,-23,-308,-279,102
2004,56,66,-144,131
2005,62,-165,27,14
2006,47,-109,-183,-22
2007,50,-188,-226,219
2008,-18,-138,-171,43
2009,53,-210,-306,161
2010,83,63,-131,116
2011,3,-236,-301,18
2012,-22,-158,-386,108
2013,137,-114,-175,8
2014,-4,-4,-36,68
2015,93,-233,-237,70
2016,107,-198,-94,59
