year,annual-estival-days
1987,90
1988,83
1989,74
1990,86
1991,79
1992,105
1993,96
1994,108
1995,89
1996,75
1997,92
1998,81
1999,95
2000,110
2001,92
2002,102
2003,128
2004,82
2005,76
2006,87
2007,104
2008,103
2009,121
2010,87
2011,119
2012,126
2013,102
2014,84
2015,103
2016,111

min,0
max,135
steps,10
decimal
