year,annual-hydric-deficit
1987,-241
1988,-345
1989,-300
1990,-695
1991,-352
1992,-519
1993,-370
1994,-426
1995,-162
1996,-275
1997,-160
1998,-276
1999,-11
2000,-636
2001,69
2002,-292
2003,-507
2004,109
2005,-61
2006,-266
2007,-144
2008,-285
2009,-302
2010,131
2011,-516
2012,-459
2013,-144
2014,24
2015,-308
2016,-125
