year,annual-average-temperature
1987,11.5
1988,11.6
1989,12.4
1990,12.2
1991,12.2
1992,11.9
1993,10.9
1994,12.8
1995,12.5
1996,11.5
1997,13.2
1998,11.9
1999,11.5
2000,11.8
2001,11.3
2002,11.5
2003,11.9
2004,10.9
2005,11.0
2006,12.0
2007,10.7
2008,10.7
2009,11.5
2010,10.3
2011,11.8
2012,11.2
2013,10.6
2014,11.9
2015,11.5
2016,11.5

min.,10
max.,17
steps,8
decimals
