year,A1,A2,A3
,label A1,label A2,label A3
1987,18,2465,142
1988,37,2625,309
1989,31,2788,217
1990,13,2732,166
1991,6,2347,96
1992,25,2496,189
1993,19,2549,174
1994,22,2536,227
1995,23,2413,196
1996,3,2709,71
1997,14,2504,174
1998,44,2492,281
1999,23,2370,202
2000,14,2502,177
2001,21,2391,188
2002,27,2762,202
2003,18,2470,171
2004,10,2629,112
2005,19,2472,203
2006,27,2550,210
2007,16,2670,160
2008,30,2470,251
2009,21,2467,202
2010,25,2488,203
2011,38,2340,249
2012,27,2584,238
2013,14,2469,158
2014,38,2596,260
2015,14,2562,127
2016,24,2494,190
2016
2017,43,2466,318
2018,53,2212,318
2019,56,2081,458
2020,44,2137,343
2021,19,2106,210
2022,59,2242,374
2023,37,2327,310
2024,41,2174,336
2025,39,2231,335
2026,52,2035,390
2027,41,2372,328
2028,30,2049,285
2029,46,2192,352
2030,27,2064,278
2031,54,2221,336
2032,43,2328,336
2033,70,2395,530
2034,34,2054,309
2035,56,2365,400
2036,44,2163,348
2037,19,2155,190
2038,56,2390,392
2039,47,2373,331
2040,48,2121,365
2041,51,2361,375
2042,61,2327,441
2043,48,2379,352
2044,36,2147,297
2045,38,2168,298
2046,74,2192,530

min,,1500
max,,3000
steps,,11
decimals
