year,annual-precipitations
1987,442
1988,441
1989,560
1990,331
1991,373
1992,370
1993,505
1994,462
1995,439
1996,604
1997,671
1998,397
1999,516
2000,548
2001,417
2002,573
2003,598
2004,383
2005,300
2006,452
2007,441
2008,512
2009,412
2010,552
2011,357
2012,361
2013,535
2014,511
2015,361
2016,430
