year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.9,13.0,20.0,8.1
1988,6.1,12.7,19.1,8.3
1989,6.3,13.5,19.6,10.1
1990,6.7,13.9,21.0,7.1
1991,5.6,13.5,21.7,7.7
1992,5.1,13.8,20.3,8.1
1993,4.8,13.0,18.3,7.2
1994,6.4,14.3,20.8,9.5
1995,6.7,14.1,19.0,10.1
1996,5.8,13.6,18.4,8.2
1997,8.2,14.4,20.3,9.7
1998,7.3,12.9,19.7,7.3
1999,5.2,13.8,19.4,7.4
2000,6.1,13.6,18.9,8.5
2001,6.6,13.5,18.5,6.4
2002,6.0,13.1,17.8,8.8
2003,5.1,14.5,20.3,7.5
2004,4.9,12.8,18.6,7.1
2005,3.3,14.4,18.8,7.3
2006,4.5,14.7,19.8,9.0
2007,5.4,13.0,17.8,6.7
2008,6.1,12.7,17.6,6.5
2009,4.8,13.5,19.1,8.4
2010,3.9,12.5,18.7,6.0
2011,5.3,14.5,18.8,8.6
2012,4.6,13.2,18.8,7.9
2013,4.8,11.1,19.1,7.3
2014,5.9,13.3,18.9,9.1
2015,4.2,14.2,19.0,8.6
2016,5.3,12.5,19.7,8.2
