year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,0,0,-289,8,0,-443,70,3,116
1988,0,1,-193,8,6,-481,60,9,48
1989,1,4,-302,7,1,-510,50,14,23
1990,0,2,-285,11,0,-415,54,16,114
1991,2,0,-251,10,0,-478,66,11,12
1992,0,0,-255,8,0,-378,55,10,87
1993,0,1,-316,8,0,-534,59,11,39
1994,0,1,-307,7,1,-551,48,20,14
1995,1,1,-285,6,2,-497,48,15,25
1996,0,3,-348,8,0,-531,56,21,85
1997,0,2,-217,9,0,-447,53,18,47
1998,0,2,-255,10,1,-548,55,13,33
1999,0,0,-248,7,1,-468,68,14,14
2000,0,3,-299,9,0,-538,63,13,27
2001,2,7,-207,8,1,-405,46,14,50
2002,0,0,-182,8,2,-461,66,8,12
2003,2,0,-301,9,0,-485,49,19,17
2004,0,0,-274,8,0,-487,58,19,5
2005,1,0,-171,6,0,-401,50,18,26
2006,0,0,-201,8,0,-420,52,12,73
2007,0,7,-246,7,3,-452,53,29,17
2008,0,3,-334,9,1,-543,52,11,33
2009,1,6,-271,9,1,-548,54,10,13
2010,4,0,-186,8,2,-431,62,8,38
2011,0,0,-252,9,4,-446,55,6,100
2012,0,4,-286,9,1,-524,40,17,21
2013,0,3,-218,9,0,-442,72,16,25
2014,0,2,-252,9,2,-477,56,12,13
2015,0,6,-246,9,0,-438,56,17,14
2016,2,4,-251,9,0,-483,50,8,4
2016
2017,1,0,-330,9,12,-587,38,19,56
2018,2,0,-318,11,2,-590,48,2,37
2019,6,0,-340,9,10,-628,36,5,18
2020,0,0,-295,8,5,-520,49,5,86
2021,2,0,-429,10,0,-629,44,10,49
2022,1,0,-362,8,5,-577,48,11,18
2023,7,0,-442,10,1,-595,44,10,68
2024,2,0,-402,9,7,-603,31,10,11
2025,0,3,-346,11,4,-526,34,3,22
2026,7,0,-306,9,7,-645,38,6,100
2027,1,0,-307,9,2,-513,52,13,39
2028,7,0,-385,10,3,-629,31,14,24
2029,0,0,-332,5,4,-595,59,10,31
2030,8,0,-455,9,0,-633,39,13,37
2031,1,1,-303,9,0,-506,53,11,53
2032,2,1,-278,9,7,-520,51,5,32
2033,2,0,-355,9,15,-639,40,11,43
2034,4,0,-407,9,4,-656,26,7,19
2035,4,0,-224,10,1,-524,55,2,34
2036,4,0,-309,9,1,-507,50,3,56
2037,2,0,-300,10,1,-530,35,9,75
2038,10,0,-336,8,2,-623,34,14,45
2039,2,0,-322,9,3,-571,53,8,52
2040,0,0,-304,10,6,-546,57,2,40
2041,0,0,-254,11,1,-546,61,7,22
2042,2,1,-365,9,8,-597,34,9,35
2043,10,0,-315,9,2,-586,40,20,46
2044,3,0,-350,7,1,-558,45,11,18
2045,3,0,-246,8,5,-401,41,6,60
2046,9,6,-398,8,5,-615,32,3,23
