year,annual-hydric-deficit
1987,-535
1988,-517
1989,-594
1990,-799
1991,-735
1992,-668
1993,-459
1994,-605
1995,-728
1996,-447
1997,-306
1998,-643
1999,-543
2000,-516
2001,-667
2002,-534
2003,-520
2004,-705
2005,-895
2006,-688
2007,-513
2008,-536
2009,-691
2010,-421
2011,-688
2012,-755
2013,-403
2014,-577
2015,-761
2016,-546
