year,annual-estival-days
1987,77
1988,69
1989,94
1990,87
1991,101
1992,88
1993,61
1994,98
1995,79
1996,75
1997,77
1998,79
1999,87
2000,86
2001,86
2002,73
2003,97
2004,96
2005,101
2006,102
2007,68
2008,71
2009,93
2010,85
2011,100
2012,89
2013,69
2014,79
2015,83
2016,88
