year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,431,767,-609,-564,-11,11.1,4064,67,18.4,42
1988,430,806,-626,-578,-19,11.4,4165,84,21.0,50
1989,355,816,-695,-663,-10,10.6,3913,76,19.1,76
1990,552,785,-478,-538,50,10.6,3912,72,18.7,67
1991,417,787,-706,-629,-45,11.1,4058,46,17.3,35
1992,468,771,-582,-542,-12,11.4,4157,70,19.1,38
1993,434,862,-753,-727,-42,11.1,4048,64,19.1,61
1994,425,898,-820,-707,-49,11.3,4146,75,19.5,70
1995,413,822,-699,-626,-25,11.6,4228,81,18.8,64
1996,424,819,-710,-631,-95,10.3,3752,49,17.8,75
1997,520,839,-640,-566,-19,11.2,4094,66,18.7,62
1998,400,800,-665,-644,-22,11.6,4272,83,20.3,50
1999,361,830,-805,-662,-73,11.6,4245,65,19.5,33
2000,358,862,-815,-676,-47,11.2,4109,66,19.2,44
2001,550,782,-496,-548,47,11.6,4245,72,18.9,56
2002,429,780,-613,-606,-28,10.5,3892,69,19.0,64
2003,351,784,-711,-639,-19,11.1,4077,65,18.1,65
2004,363,791,-715,-664,-72,10.6,3903,52,18.3,63
2005,596,794,-475,-506,22,11.6,4251,80,19.4,38
2006,431,789,-620,-549,-64,11.2,4107,70,19.7,60
2007,349,784,-695,-593,-69,10.6,3873,57,18.6,76
2008,326,831,-776,-721,-14,11.6,4248,91,20.2,68
2009,362,798,-707,-672,-55,11.5,4206,83,18.8,47
2010,446,770,-592,-537,-51,11.3,4144,74,19.0,33
2011,467,801,-618,-601,-8,11.6,4232,70,19.5,39
2012,373,842,-741,-674,-22,11.3,4142,80,19.6,66
2013,440,745,-579,-582,22,11.2,4109,72,19.0,44
2014,470,791,-577,-620,56,11.3,4135,75,20.3,64
2015,403,773,-630,-587,25,10.8,3964,55,18.4,54
2016,434,782,-608,-643,53,11.4,4152,75,19.2,63
2016
2017,375,872,-735,-708,-24,11.7,4292,84,20.5,44
2018,356,822,-732,-693,-16,12.3,4489,87,19.3,23
2019,299,871,-845,-748,-93,13.2,4814,105,20.7,20
2020,428,834,-686,-653,-45,12.7,4665,97,21.1,31
2021,334,923,-940,-806,-129,12.4,4540,90,18.9,18
2022,378,850,-757,-739,-6,12.5,4565,100,21.3,36
2023,466,915,-773,-740,13,12.3,4503,88,20.2,35
2024,298,913,-961,-791,-93,12.6,4595,95,20.3,42
2025,291,855,-844,-736,-54,12.5,4570,95,21.1,34
2026,505,923,-766,-649,-70,13.4,4886,105,20.9,15
2027,507,895,-710,-671,14,12.0,4383,83,20.7,43
2028,390,905,-814,-790,9,12.9,4760,112,20.2,39
2029,457,884,-765,-719,9,12.4,4528,90,20.8,26
2030,283,920,-1003,-815,-114,12.8,4680,111,19.1,40
2031,369,794,-721,-625,-23,12.6,4583,92,20.8,34
2032,383,822,-689,-652,-18,12.2,4455,80,20.8,21
2033,364,883,-781,-779,19,12.8,4671,107,23.0,41
2034,279,880,-898,-792,-59,13.0,4739,103,20.2,27
2035,488,838,-614,-606,25,12.4,4533,105,21.8,26
2036,411,824,-706,-654,-27,12.9,4706,111,20.8,15
2037,439,812,-646,-618,-18,12.3,4475,73,19.3,33
2038,361,889,-785,-699,-36,12.1,4438,110,20.0,40
2039,325,821,-759,-692,1,12.1,4406,84,20.9,33
2040,403,831,-706,-666,-29,12.6,4615,87,20.7,19
2041,279,812,-840,-659,-101,12.2,4470,108,20.8,55
2042,449,884,-687,-711,52,12.7,4638,111,21.6,38
2043,448,884,-702,-687,34,12.2,4463,93,20.0,43
2044,281,826,-825,-737,-32,12.5,4568,92,20.3,28
2045,460,824,-656,-580,-51,12.7,4623,95,20.2,22
2046,304,920,-879,-790,-38,13.3,4851,124,22.1,29

min,0,650,,,,10,3600,20,17
max,2400,1150,,,,17,6300,180,27
steps,9,11,,,,8,10,9,11
decimals
