year,annual-frozen-days
1987,56
1988,54
1989,48
1990,55
1991,52
1992,71
1993,68
1994,38
1995,43
1996,44
1997,25
1998,55
1999,65
2000,49
2001,71
2002,40
2003,59
2004,83
2005,105
2006,75
2007,79
2008,79
2009,87
2010,93
2011,65
2012,86
2013,78
2014,46
2015,73
2016,62
