year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.4,9.0,13.8,4.9
1988,1.3,11.4,15.4,3.8
1989,4.0,11.1,15.6,4.8
1990,4.4,11.9,15.0,5.0
1991,1.1,9.1,16.0,4.9
1992,3.0,11.8,16.4,4.9
1993,2.0,10.9,13.8,4.5
1994,1.3,9.9,17.0,6.2
1995,2.0,10.0,16.6,4.1
1996,-1.9,9.5,14.8,4.4
1997,1.1,9.7,17.5,4.4
1998,2.4,10.7,14.4,3.3
1999,1.1,10.7,16.5,5.3
2000,1.9,11.8,14.5,7.1
2001,0.7,10.3,16.0,5.1
2002,3.3,12.0,17.3,3.4
2003,0.0,11.4,16.9,5.2
2004,0.8,11.0,15.7,5.7
2005,0.9,11.2,16.4,5.8
2006,-1.4,11.1,18.0,8.4
2007,3.8,12.5,15.3,5.3
2008,3.4,11.4,15.9,5.6
2009,0.8,11.6,16.8,4.7
2010,-1.4,10.3,16.5,1.8
2011,0.2,12.3,16.0,6.6
2012,1.6,10.5,15.8,4.4
2013,-1.1,11.3,16.0,6.9
2014,3.3,12.0,17.0,7.3
2015,3.0,10.5,16.2,7.3
2016,1.7,12.5,16.8,5.3
