year,annual-hydric-deficit
1987,-131
1988,-127
1989,-396
1990,-208
1991,-163
1992,-349
1993,-67
1994,-30
1995,-169
1996,-240
1997,-238
1998,18
1999,-76
2000,214
2001,-5
2002,35
2003,-96
2004,99
2005,-117
2006,133
2007,313
2008,112
2009,16
2010,116
2011,136
2012,83
2013,97
2014,199
2015,223
2016,50
