year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,607,487,-13,-216,153,7.9,3039,0,14.6,76
1988,497,493,-127,-181,46,8.1,3080,2,15.6,90
1989,533,531,-126,-250,87,8.0,3084,10,16.7,103
1990,491,490,-124,-236,77,8.0,3027,6,14.9,82
1991,491,588,-303,-322,5,8.1,3022,6,15.3,92
1992,548,449,-35,-192,128,7.4,2874,2,15.7,98
1993,580,655,-293,-339,39,8.5,3191,0,16.1,82
1994,475,634,-369,-395,11,7.6,2918,4,15.5,84
1995,546,469,-41,-194,108,7.6,2973,1,14.5,87
1996,517,635,-357,-338,-16,7.5,2896,0,15.6,116
1997,507,635,-357,-376,-27,8.4,3170,7,15.6,83
1998,540,507,-91,-197,88,7.4,2890,10,15.7,104
1999,597,593,-243,-235,18,8.0,3072,1,15.7,96
2000,457,587,-327,-381,57,7.5,2892,2,15.0,93
2001,489,480,-113,-248,101,8.1,3104,0,15.2,88
2002,473,473,-125,-236,81,7.5,2903,1,15.4,108
2003,592,486,-26,-129,59,8.4,3180,2,16.0,81
2004,460,488,-170,-240,18,7.1,2857,0,14.9,105
2005,565,516,-73,-260,127,7.6,2913,10,15.5,108
2006,587,489,-29,-159,75,7.3,2868,1,15.4,125
2007,595,516,-51,-234,140,8.2,3142,2,15.7,84
2008,448,507,-188,-242,46,7.6,2891,0,15.0,103
2009,515,509,-120,-265,77,7.8,2940,7,15.3,106
2010,617,534,-56,-224,104,8.8,3355,8,16.9,82
2011,601,513,-49,-189,88,8.2,3147,4,15.7,91
2012,532,527,-125,-265,98,9.0,3366,6,16.4,62
2013,524,511,-111,-233,89,8.3,3174,7,16.6,73
2014,550,487,-73,-230,116,7.9,2981,2,15.5,93
2015,448,512,-191,-278,76,7.6,2960,3,16.3,120
2016,571,492,-47,-148,69,7.2,2821,6,15.2,117
2016
2017,574,508,-72,-248,117,8.8,3261,4,15.3,62
2018,544,510,-104,-277,119,8.6,3225,5,15.6,83
2019,521,498,-120,-266,105,8.7,3239,1,15.1,70
2020,550,539,-121,-318,135,8.4,3275,8,16.3,94
2021,556,632,-278,-343,37,8.4,3215,5,16.0,90
2022,524,500,-121,-242,154,8.6,3255,6,16.6,92
2023,621,647,-261,-311,37,8.4,3177,5,15.8,83
2024,418,658,-454,-474,9,9.2,3441,9,16.2,66
2025,542,500,-91,-256,124,9.1,3402,8,17.1,73
2026,569,654,-291,-367,42,8.5,3248,12,15.5,89
2027,525,657,-374,-353,-25,10.0,3694,5,16.4,39
2028,578,487,-46,-161,79,8.6,3220,7,16.0,87
2029,670,666,-235,-336,60,8.9,3335,1,15.5,72
2030,553,626,-267,-333,46,9.0,3377,9,16.6,78
2031,486,507,-146,-317,113,8.8,3315,1,16.5,84
2032,530,510,-124,-267,128,9.3,3491,6,16.8,75
2033,664,511,20,-166,144,9.0,3358,6,16.0,80
2034,644,530,-34,-246,173,8.8,3279,8,16.1,83
2035,454,528,-215,-368,126,8.7,3261,8,16.1,83
2036,562,516,-89,-273,143,8.7,3272,9,16.1,73
2037,494,527,-176,-346,133,8.9,3340,10,16.8,89
2038,533,516,-118,-253,96,9.0,3358,6,15.5,71
2039,621,519,-37,-233,111,8.8,3313,4,16.2,75
2040,614,513,-45,-238,121,9.3,3459,3,15.9,64
2041,592,513,-57,-223,73,9.0,3361,8,16.6,79
2042,554,545,-132,-325,143,9.2,3435,6,17.4,78
2043,551,508,-102,-263,112,9.4,3494,6,15.7,58
2044,484,515,-165,-279,88,8.7,3285,6,16.1,66
2045,616,516,-29,-183,123,8.4,3168,8,17.1,80
2046,517,506,-117,-270,123,8.1,3131,6,15.3,86
