year,A1,A2,A3
,label A1,label A2,label A3
1987,0,3248,7
1988,2,3256,16
1989,6,3466,60
1990,4,3184,33
1991,4,3306,31
1992,1,3548,22
1993,0,3190,14
1994,0,3479,15
1995,1,3391,20
1996,0,3509,1
1997,6,3209,41
1998,10,3598,63
1999,0,3316,9
2000,1,3464,17
2001,1,3216,9
2002,0,3456,11
2003,2,3198,21
2004,0,3515,6
2005,7,3514,53
2006,0,3547,13
2007,0,3304,29
2008,0,3410,4
2009,6,3398,35
2010,4,3188,42
2011,2,3259,24
2012,2,3053,34
2013,4,3346,41
2014,2,3383,24
2015,1,3528,27
2016,6,3550,30
2016
2017,2,2978,23
2018,4,3105,34
2019,0,3001,11
2020,4,3287,50
2021,2,3161,28
2022,6,3167,43
2023,0,3234,41
2024,2,2976,45
2025,7,3004,60
2026,7,3191,63
2027,2,2666,37
2028,7,3156,49
2029,0,2954,10
2030,5,3066,61
2031,1,3100,22
2032,5,2936,55
2033,5,3008,34
2034,5,3050,43
2035,6,3131,51
2036,6,3092,44
2037,8,3066,62
2038,4,2970,34
2039,4,2965,43
2040,1,2881,23
2041,4,3106,58
2042,6,3057,75
2043,2,2755,36
2044,4,3023,35
2045,10,3263,71
2046,5,3215,32

min,,2400
max,,5100
steps,,10
decimal
