year,A1,A2,A3
,label A1,label A2,label A3
1987,41,2311,387
1988,53,2311,409
1989,38,2659,300
1990,26,2422,263
1991,26,2469,316
1992,52,2381,367
1993,42,2380,352
1994,36,2348,366
1995,45,2463,314
1996,30,2454,278
1997,35,2542,368
1998,62,2650,421
1999,45,2514,356
2000,34,2771,329
2001,56,2471,384
2002,46,2669,367
2003,34,2598,280
2004,25,2446,262
2005,31,2592,309
2006,37,2388,291
2007,15,2346,225
2008,27,2542,284
2009,30,2603,263
2010,35,2186,267
2011,35,2562,306
2012,33,2450,288
2013,50,2615,391
2014,25,2468,235
2015,53,2410,443
2016,26,2528,235
2016
2017,58,2152,482
2018,61,2034,526
2019,45,2262,379
2020,62,2370,509
2021,41,2322,389
2022,67,2275,479
2023,83,2343,668
2024,73,2234,652
2025,57,2415,397
2026,60,2129,538
2027,65,2397,552
2028,54,2475,433
2029,75,2323,541
2030,72,2113,638
2031,79,2446,594
2032,65,2255,510
2033,82,2286,683
2034,67,2279,486
2035,72,2225,619
2036,56,2300,454
2037,79,2180,606
2038,45,2124,363
2039,87,2050,635
2040,65,2490,516
2041,68,2141,560
2042,49,2230,407
2043,63,2084,498
2044,90,2475,693
2045,50,2029,468
2046,57,2191,496
