year,annual-precipitations
1987,513
1988,543
1989,579
1990,312
1991,427
1992,362
1993,442
1994,250
1995,443
1996,611
1997,428
1998,293
1999,433
2000,406
2001,396
2002,570
2003,519
2004,553
2005,348
2006,524
2007,374
2008,495
2009,324
2010,461
2011,434
2012,562
2013,685
2014,840
2015,290
2016,469
