year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,392,920,-844,-757,-43,12.6,4592,104,21.3,54
1988,342,936,-912,-778,-70,12.7,4641,111,21.3,44
1989,388,823,-732,-684,74,11.1,4064,77,19.1,68
1990,413,896,-791,-739,46,11.9,4355,104,20.1,65
1991,425,930,-882,-727,-63,11.8,4317,87,20.6,68
1992,476,922,-749,-772,26,12.3,4481,104,20.3,54
1993,523,926,-762,-663,-36,12.2,4455,91,20.5,53
1994,492,967,-845,-772,4,12.4,4539,99,21.2,54
1995,493,882,-686,-644,-11,11.8,4318,96,20.4,72
1996,387,920,-893,-741,-32,11.8,4341,85,19.7,63
1997,421,957,-871,-788,34,11.8,4327,97,20.1,66
1998,411,877,-749,-744,33,11.6,4255,89,21.1,49
1999,439,923,-832,-729,-25,11.9,4350,97,21.3,52
2000,401,949,-879,-794,-73,11.2,4084,96,21.2,89
2001,395,891,-805,-798,72,11.9,4356,89,20.4,69
2002,389,890,-799,-764,-49,11.5,4220,99,20.7,75
2003,320,878,-854,-790,-3,11.4,4166,85,19.4,70
2004,454,856,-726,-628,-37,11.9,4335,89,20.1,49
2005,478,868,-683,-681,49,11.6,4242,90,20.2,76
2006,488,878,-690,-650,29,11.8,4331,84,20.1,57
2007,355,856,-836,-758,-58,12.0,4371,90,19.1,57
2008,439,884,-762,-677,3,11.6,4235,90,20.0,65
2009,418,877,-771,-671,-56,11.2,4117,84,20.2,82
2010,474,877,-741,-629,-76,12.5,4567,89,20.4,44
2011,503,825,-630,-569,-12,11.4,4157,84,20.4,71
2012,523,873,-643,-707,42,11.7,4275,78,20.1,54
2013,542,882,-646,-680,44,11.7,4275,99,21.6,67
2014,416,813,-703,-637,-40,11.3,4156,76,19.4,52
2015,536,936,-718,-733,-21,12.3,4482,96,21.6,47
2016,350,845,-812,-691,-40,11.3,4113,76,19.2,57
2016
2017,550,912,-697,-667,-30,13.1,4795,115,22.5,39
2018,395,937,-877,-727,-57,13.6,4964,118,21.7,27
2019,439,921,-790,-771,12,12.7,4619,105,19.8,23
2020,451,937,-790,-798,-6,12.8,4705,124,21.6,45
2021,365,941,-956,-750,-138,12.5,4568,106,21.0,42
2022,520,884,-689,-646,31,12.8,4690,102,21.8,48
2023,419,1015,-944,-869,-38,13.2,4820,117,23.9,49
2024,295,1085,-1154,-958,-140,13.4,4916,121,22.4,42
2025,348,864,-839,-711,-36,12.2,4465,101,21.5,57
2026,431,1028,-939,-924,28,13.6,4950,120,21.6,25
2027,355,997,-1015,-871,-25,12.7,4649,104,21.9,34
2028,338,901,-848,-751,-38,12.1,4429,92,21.5,58
2029,470,968,-848,-748,-41,13.0,4756,116,22.4,55
2030,433,1048,-977,-896,-33,13.9,5080,130,23.4,36
2031,505,947,-749,-800,56,12.8,4664,116,22.3,38
2032,462,905,-754,-725,-1,13.0,4759,115,21.6,32
2033,352,952,-908,-798,-39,13.5,4933,115,23.0,32
2034,464,929,-780,-759,-48,12.9,4715,112,21.3,33
2035,484,909,-746,-737,17,13.3,4870,107,23.7,35
2036,476,945,-765,-778,-15,12.7,4648,108,21.4,44
2037,443,955,-823,-782,46,13.5,4947,112,21.9,30
2038,361,941,-877,-816,32,13.0,4734,106,21.0,33
2039,416,1013,-938,-897,3,14.1,5137,129,21.7,31
2040,468,889,-736,-706,-65,12.3,4506,93,22.7,56
2041,405,940,-871,-807,5,13.3,4852,93,22.8,32
2042,391,873,-812,-747,-13,12.5,4562,88,21.9,47
2043,459,925,-817,-761,-4,13.5,4933,109,22.4,31
2044,380,989,-916,-863,-12,12.9,4738,114,23.5,55
2045,421,889,-806,-705,-34,13.5,4921,94,20.6,19
2046,325,935,-930,-793,-43,13.3,4866,112,21.8,34

min.,0,550,,,,9,3600,20,16
max.,1500,1100,,,,17,6600,180,26
steps.,11,11,,,,9,11,9,11
decimals
