year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,46,127,3
1988,41,124,2
1989,64,138,3
1990,38,138,4
1991,65,129,3
1992,52,118,3
1993,44,126,3
1994,55,125,3
1995,60,126,3
1996,66,125,3
1997,52,136,3
1998,39,137,4
1999,50,129,2
2000,69,138,4
2001,52,122,3
2002,63,140,4
2003,54,129,3
2004,41,120,3
2005,57,134,3
2006,46,126,2
2007,56,123,3
2008,54,138,1
2009,46,128,3
2010,43,115,4
2011,40,138,1
2012,63,132,3
2013,66,139,3
2014,56,126,2
2015,43,122,3
2016,50,129,3
2016
2017,43,118,2
2018,41,112,3
2019,36,115,2
2020,37,126,3
2021,46,127,3
2022,28,138,4
2023,25,131,3
2024,33,127,3
2025,47,122,3
2026,32,113,2
2027,46,111,4
2028,44,133,3
2029,48,124,2
2030,38,111,3
2031,38,123,4
2032,27,130,4
2033,32,122,3
2034,45,123,3
2035,38,121,4
2036,36,122,3
2037,42,119,2
2038,35,116,2
2039,36,108,4
2040,51,136,4
2041,42,110,4
2042,52,121,3
2043,21,127,3
2044,43,133,4
2045,34,109,2
2046,51,118,4
