year,annual-hydric-deficit
1987,1057
1988,1008
1989,1038
1990,1222
1991,1047
1992,1029
1993,1120
1994,1329
1995,1182
1996,1087
1997,1077
1998,1099
1999,1099
2000,1113
2001,1128
2002,1160
2003,1086
2004,1048
2005,1181
2006,1143
2007,988
2008,962
2009,1099
2010,1002
2011,1090
2012,1256
2013,926
2014,1064
2015,1173
2016,1075
