year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2170,13,-757,5
1988,2193,12,-778,1
1989,1706,8,-684,1
1990,1891,12,-739,12
1991,1943,11,-727,1
1992,2131,11,-772,0
1993,2009,12,-663,5
1994,2087,13,-772,0
1995,2089,11,-644,0
1996,1941,9,-741,0
1997,1997,11,-788,2
1998,1979,11,-744,5
1999,2037,13,-729,3
2000,2007,13,-794,6
2001,2067,9,-798,3
2002,1966,11,-764,3
2003,1895,10,-790,6
2004,1865,11,-628,1
2005,1924,12,-681,5
2006,1874,10,-650,7
2007,1888,11,-758,0
2008,1894,10,-677,3
2009,1859,11,-671,8
2010,1969,10,-629,0
2011,1782,11,-569,3
2012,1837,9,-707,6
2013,1986,14,-680,4
2014,1744,10,-637,0
2015,2114,10,-733,6
2016,1688,9,-691,4
2016
2017,2194,14,-667,2
2018,2302,11,-727,1
2019,2176,12,-771,1
2020,2189,13,-798,18
2021,2031,11,-750,5
2022,2017,12,-646,14
2023,2413,15,-869,5
2024,2510,10,-958,0
2025,1968,13,-711,4
2026,2439,12,-924,6
2027,2224,12,-871,3
2028,2112,11,-751,4
2029,2401,13,-748,2
2030,2587,14,-896,3
2031,2292,12,-800,6
2032,2129,12,-725,11
2033,2406,13,-798,5
2034,2217,12,-759,2
2035,2260,14,-737,6
2036,2314,11,-778,0
2037,2378,11,-782,6
2038,2242,15,-816,0
2039,2520,13,-897,1
2040,2100,13,-706,5
2041,2260,13,-807,2
2042,1961,13,-747,1
2043,2222,14,-761,2
2044,2388,13,-863,8
2045,2167,11,-705,0
2046,2245,13,-793,2

min.,1000,10
max.,3000,20
steps.,11,11
decimals
