year,annual-hydric-deficit
1987,177
1988,-11
1989,-402
1990,-117
1991,-433
1992,-213
1993,-138
1994,-192
1995,82
1996,-64
1997,-205
1998,-115
1999,-94
2000,-197
2001,-3
2002,-18
2003,-426
2004,-151
2005,-107
2006,-334
2007,-24
2008,-210
2009,-68
2010,118
2011,-282
2012,-240
2013,-35
2014,-160
2015,-309
2016,-189
