year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-3.5,11.4,16.0,5.3
1988,2.5,12.6,16.6,4.8
1989,4.2,13.0,17.5,5.3
1990,4.7,13.1,16.6,5.1
1991,2.6,10.1,17.9,5.0
1992,3.0,13.4,18.2,4.5
1993,1.3,13.8,15.3,3.7
1994,3.0,12.6,18.2,6.3
1995,2.6,11.5,17.4,3.8
1996,-2.2,11.6,14.6,3.7
1997,2.0,11.6,17.2,4.3
1998,4.0,13.9,16.1,3.8
1999,2.8,12.8,18.3,5.0
2000,3.1,14.9,16.7,7.5
2001,2.4,12.1,17.0,5.5
2002,3.9,13.4,17.6,4.4
2003,0.7,14.3,18.6,5.0
2004,1.6,12.1,16.9,5.3
2005,0.9,12.9,16.9,5.4
2006,-1.2,12.9,18.9,8.0
2007,5.1,14.7,16.5,4.3
2008,4.2,13.2,16.7,5.3
2009,0.6,13.6,17.8,5.1
2010,-0.4,12.0,17.0,2.6
2011,1.8,14.3,17.2,6.3
2012,1.6,13.3,17.5,5.0
2013,-1.0,12.4,17.3,6.4
2014,4.5,13.5,17.5,7.1
2015,3.0,12.4,18.6,7.7
2016,2.8,13.5,18.4,4.9
