year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,18,38,-141,5,9,-239,38,17,122
1988,3,16,-108,2,11,-231,75,35,87
1989,14,14,-37,3,15,-186,55,18,113
1990,14,24,-93,3,7,-183,47,38,129
1991,16,34,-178,2,4,-259,36,33,148
1992,20,18,-130,2,7,-234,61,27,115
1993,27,49,-226,5,18,-417,38,27,118
1994,10,42,-152,3,14,-295,54,17,129
1995,27,11,-127,0,19,-233,62,39,157
1996,15,20,-72,3,15,-280,73,27,79
1997,11,35,-128,3,4,-269,45,28,94
1998,22,33,-114,3,3,-219,51,28,135
1999,3,29,-122,4,6,-279,59,31,94
2000,16,32,-100,4,9,-228,55,26,121
2001,9,17,-84,2,11,-144,64,41,125
2002,9,21,-123,4,9,-249,70,42,94
2003,18,23,-137,3,18,-237,60,27,159
2004,23,37,-128,5,6,-268,51,27,107
2005,10,41,-122,3,13,-283,45,31,114
2006,15,38,-77,2,18,-172,60,26,125
2007,21,33,-105,4,19,-289,51,34,125
2008,7,29,-134,0,2,-113,61,41,209
2009,17,12,-142,3,0,-171,41,29,150
2010,6,6,-117,3,1,-184,76,26,182
2011,15,5,-119,2,16,-181,57,25,198
2012,17,24,-114,1,4,-237,50,32,93
2013,16,26,-73,3,13,-167,54,39,201
2014,11,39,-122,4,17,-302,56,36,140
2015,12,23,-103,5,2,-185,59,36,192
2016,3,34,-84,4,2,-164,64,34,209
2016
2017,17,9,-101,2,8,-134,41,13,132
2018,13,1,-24,2,7,-181,51,19,67
2019,18,23,-91,4,3,-254,44,15,75
2020,22,26,-104,1,5,-223,45,16,98
2021,21,17,-95,2,7,-219,58,21,149
2022,24,24,-122,4,19,-281,42,31,63
2023,22,19,-83,1,10,-234,37,19,91
2024,19,23,-142,2,5,-203,55,11,154
2025,34,5,-162,2,14,-158,42,9,185
2026,28,12,-166,3,13,-319,42,33,135
2027,9,21,-58,3,6,-218,63,18,81
2028,15,22,-24,2,11,-177,51,14,61
2029,13,13,-173,1,16,-346,58,23,85
2030,19,14,-123,1,3,-254,66,18,109
2031,22,16,-134,2,5,-236,46,15,85
2032,30,31,-182,3,11,-381,32,9,70
2033,11,10,-58,2,10,-199,58,23,66
2034,20,25,-99,5,16,-238,54,35,118
2035,15,22,-89,4,15,-282,55,14,38
2036,19,7,-118,4,19,-217,61,11,106
2037,17,20,-106,3,16,-284,46,29,70
2038,3,18,-79,2,8,-193,63,23,57
2039,6,15,-99,7,5,-266,69,17,66
2040,28,7,-36,5,18,-124,60,6,157
2041,17,21,-5,2,4,-30,43,14,200
2042,15,9,51,1,8,-85,49,47,37
2043,35,18,-19,2,9,-112,43,24,146
2044,20,11,-135,2,10,-245,50,18,81
2045,9,27,-61,3,1,-80,57,25,165
2046,21,21,-47,4,4,-164,58,18,83

min,,,,,,,10
max,,,,,,,90
steps,,,,,,,9
decimal
