year,annual-estival-days
1987,15
1988,27
1989,32
1990,33
1991,30
1992,41
1993,23
1994,35
1995,43
1996,22
1997,35
1998,28
1999,34
2000,34
2001,29
2002,36
2003,61
2004,31
2005,35
2006,46
2007,35
2008,33
2009,35
2010,30
2011,38
2012,37
2013,35
2014,35
2015,47
2016,48

min,16
max,130
steps,9
decimal
