year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,94,134,1
1988,82,142,0
1989,53,133,0
1990,72,137,0
1991,92,138,0
1992,74,145,0
1993,97,144,1
1994,74,138,0
1995,58,136,0
1996,65,150,0
1997,95,140,0
1998,81,141,0
1999,78,140,0
2000,79,135,0
2001,74,127,0
2002,82,145,0
2003,70,129,0
2004,85,140,1
2005,9,142,0
2006,79,126,0
2007,74,145,0
2008,82,142,0
2009,62,113,0
2010,55,138,0
2011,42,128,0
2012,74,134,0
2013,80,137,1
2014,76,142,1
2015,67,133,1
2016,89,147,1
2016
2017,39,126,0
2018,38,123,1
2019,79,146,0
2020,78,129,1
2021,71,144,0
2022,78,128,0
2023,43,126,0
2024,81,142,0
2025,52,129,0
2026,56,132,0
2027,71,146,0
2028,76,137,0
2029,62,138,0
2030,70,139,0
2031,71,141,0
2032,86,137,0
2033,59,122,0
2034,85,148,0
2035,69,139,0
2036,42,135,0
2037,74,135,1
2038,52,131,0
2039,57,133,1
2040,51,152,1
2041,64,134,0
2042,60,125,1
2043,31,133,0
2044,56,140,0
2045,81,142,0
2046,57,127,1

min,,90,0
max,,190,6
steps,,11,7
decimal
