year,annual-frozen-days
1987,101
1988,82
1989,61
1990,59
1991,86
1992,57
1993,87
1994,51
1995,93
1996,120
1997,86
1998,60
1999,62
2000,43
2001,82
2002,64
2003,88
2004,90
2005,86
2006,88
2007,49
2008,55
2009,77
2010,104
2011,78
2012,68
2013,92
2014,40
2015,53
2016,69
