year,A1,A2,A3
,label A1,label A2,label A3
1987,12,2985,102
1988,29,3245,176
1989,19,2661,126
1990,21,3089,137
1991,9,3037,100
1992,19,3128,102
1993,33,3334,280
1994,18,3102,151
1995,29,3000,199
1996,20,3241,165
1997,9,3103,85
1998,14,3336,110
1999,6,3223,81
2000,13,3150,126
2001,20,3032,111
2002,12,3312,108
2003,33,2941,202
2004,20,3067,129
2005,17,3173,145
2006,27,3026,190
2007,25,3142,147
2008,12,3345,88
2009,5,2625,64
2010,6,2904,61
2011,24,2732,161
2012,14,3039,111
2013,22,3198,165
2014,24,3314,214
2015,4,3064,47
2016,5,3322,81
2016
2017,24,2513,166
2018,27,2280,199
2019,19,2910,157
2020,24,2580,134
2021,26,2864,221
2022,36,2760,230
2023,25,2693,220
2024,15,2861,134
2025,36,2594,228
2026,27,2731,203
2027,8,2906,100
2028,24,2724,176
2029,22,2797,195
2030,13,2643,118
2031,23,2745,170
2032,33,2646,215
2033,26,2614,179
2034,31,3148,208
2035,31,2664,240
2036,38,2547,219
2037,31,2841,213
2038,15,2685,98
2039,17,2760,107
2040,30,2656,211
2041,14,2665,119
2042,22,2758,148
2043,35,2642,226
2044,22,2645,185
2045,10,2880,83
2046,26,2649,177

min,,2000
max,,4000
steps,,9
decimal
