year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1602,12,-331,1
1988,1432,12,-313,1
1989,1391,8,-222,0
1990,1552,13,-245,2
1991,1506,9,-328,0
1992,1307,10,-242,4
1993,1688,11,-486,9
1994,1454,12,-375,6
1995,1479,12,-230,5
1996,1245,10,-354,12
1997,1318,10,-373,7
1998,1400,10,-230,1
1999,1421,12,-413,2
2000,1478,11,-277,0
2001,1398,9,-237,0
2002,1259,10,-315,4
2003,1568,10,-264,1
2004,1464,12,-312,1
2005,1570,12,-360,4
2006,1561,11,-255,1
2007,1394,10,-327,9
2008,1239,12,-80,6
2009,1383,9,-151,0
2010,1070,9,-193,7
2011,1519,11,-225,3
2012,1513,11,-292,1
2013,1570,11,-192,4
2014,1417,10,-324,11
2015,1048,7,-200,3
2016,1361,12,-160,2
2016
2017,1489,10,-198,3
2018,1665,14,-246,1
2019,1360,9,-308,7
2020,1592,11,-295,1
2021,1616,12,-309,3
2022,1637,10,-366,4
2023,1796,11,-359,0
2024,1464,12,-293,2
2025,1723,13,-190,2
2026,1705,12,-372,1
2027,1316,10,-337,8
2028,1633,11,-259,1
2029,1467,9,-405,5
2030,1284,10,-337,4
2031,1509,12,-290,9
2032,1717,10,-433,2
2033,1559,13,-285,2
2034,1527,11,-289,10
2035,1522,11,-330,6
2036,1436,10,-268,7
2037,1665,11,-355,9
2038,1345,10,-261,1
2039,1380,11,-374,3
2040,1308,9,-169,17
2041,1621,12,-110,1
2042,1557,11,-181,0
2043,1623,11,-195,4
2044,1363,9,-241,8
2045,1288,11,-156,8
2046,1555,14,-276,3

min,,4
max,,17
steps,,8
decimal
