year,annual-average-temperature
1987,14.2
1988,15.0
1989,15.6
1990,15.5
1991,14.8
1992,14.7
1993,14.3
1994,15.8
1995,15.2
1996,14.5
1997,15.8
1998,15.0
1999,15.3
2000,15.5
2001,15.5
2002,15.5
2003,15.9
2004,15.0
2005,14.9
2006,15.9
2007,15.6
2008,15.0
2009,15.8
2010,14.4
2011,16.1
2012,15.7
2013,14.9
2014,16.4
2015,16.3
2016,16.0
