year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2320,15,-504,0
1988,2252,13,-726,0
1989,2311,14,-661,0
1990,2297,14,-624,0
1991,2181,14,-684,0
1992,2355,13,-496,0
1993,2340,15,-771,0
1994,2178,13,-607,3
1995,2151,13,-626,0
1996,2281,14,-719,0
1997,2205,14,-661,0
1998,2118,13,-542,0
1999,2250,15,-490,0
2000,2109,14,-704,2
2001,2281,14,-663,0
2002,2234,13,-710,0
2003,2046,10,-564,0
2004,2283,16,-622,2
2005,2298,13,-543,0
2006,2116,13,-574,1
2007,2268,14,-680,0
2008,2198,14,-640,0
2009,2149,14,-672,0
2010,2362,14,-553,0
2011,2105,13,-431,0
2012,2180,12,-610,2
2013,2157,13,-643,0
2014,2183,16,-679,1
2015,2264,12,-691,0
2016,2140,14,-407,0
2016
2017,2639,19,-571,0
2018,2605,14,-679,0
2019,2445,15,-461,0
2020,2475,14,-649,0
2021,2439,16,-648,0
2022,2552,13,-596,0
2023,2491,15,-541,0
2024,2369,16,-644,0
2025,2547,15,-600,0
2026,2354,15,-769,0
2027,2472,15,-801,0
2028,2405,15,-672,0
2029,2531,16,-905,0
2030,2560,16,-766,0
2031,2358,15,-598,0
2032,2589,14,-735,0
2033,2372,13,-629,0
2034,2558,16,-703,0
2035,2626,18,-693,0
2036,2331,14,-710,0
2037,2693,17,-696,0
2038,2465,15,-640,0
2039,2601,18,-697,0
2040,2677,16,-782,0
2041,2362,17,-544,0
2042,2675,16,-731,0
2043,2608,18,-562,0
2044,2498,15,-619,0
2045,2367,13,-459,0
2046,2397,15,-695,2

min,1500,8,,0
max,3000,20,,8
steps,11,8,,9
decimal



