year,annual-frozen-days
1987,32
1988,13
1989,17
1990,23
1991,27
1992,28
1993,19
1994,6
1995,7
1996,15
1997,13
1998,20
1999,26
2000,9
2001,23
2002,13
2003,29
2004,21
2005,50
2006,24
2007,16
2008,12
2009,19
2010,42
2011,15
2012,23
2013,28
2014,4
2015,9
2016,4
