year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,30,0,-140,8,26,-452,38,2,167
1988,34,0,-234,8,25,-591,40,1,40
1989,40,0,-208,6,10,-541,25,10,73
1990,43,0,-176,9,6,-515,37,3,79
1991,46,0,-242,8,9,-609,46,7,14
1992,44,0,-233,10,21,-573,23,1,232
1993,43,0,-288,7,7,-623,30,4,24
1994,35,1,-216,8,6,-540,35,6,73
1995,40,1,-209,7,5,-517,33,10,46
1996,32,0,-239,8,7,-544,24,10,69
1997,37,0,-213,8,12,-560,40,4,89
1998,24,0,-153,7,7,-495,37,17,87
1999,43,0,-156,7,12,-423,35,4,182
2000,27,0,-268,6,6,-624,41,6,105
2001,32,0,-256,11,13,-569,29,6,78
2002,37,1,-181,9,7,-549,27,6,3
2003,30,0,-236,4,7,-557,33,10,123
2004,49,0,-285,11,16,-588,38,10,141
2005,48,0,-117,7,10,-443,23,9,55
2006,37,0,-128,8,4,-442,36,11,72
2007,36,0,-275,8,17,-610,37,13,89
2008,28,0,-141,7,15,-512,40,14,55
2009,31,0,-254,9,4,-545,30,4,21
2010,40,0,-172,9,16,-457,20,1,127
2011,34,0,-90,8,9,-363,43,12,91
2012,57,1,-289,9,5,-576,23,11,106
2013,31,1,-184,10,7,-547,40,13,21
2014,36,2,-233,9,8,-534,32,8,57
2015,32,0,-261,8,7,-583,31,3,44
2016,24,0,-78,7,11,-407,42,11,168
2016
2017,64,0,-338,10,33,-589,34,4,270
2018,68,0,-322,11,37,-579,12,1,201
2019,41,0,-257,8,19,-473,28,4,273
2020,46,0,-233,9,33,-635,34,1,127
2021,45,0,-258,8,22,-598,31,2,181
2022,61,0,-220,7,28,-561,24,9,119
2023,57,0,-290,9,25,-689,34,2,263
2024,35,0,-183,10,18,-571,41,3,96
2025,53,0,-260,8,27,-560,20,4,175
2026,41,0,-263,7,17,-637,41,0,16
2027,45,0,-358,7,22,-633,24,2,139
2028,45,0,-280,7,17,-581,23,4,143
2029,58,0,-361,8,14,-695,25,1,64
2030,47,0,-222,8,27,-625,15,8,53
2031,45,0,-253,9,14,-505,26,0,146
2032,45,0,-228,10,44,-625,25,5,73
2033,52,0,-245,5,26,-540,29,8,80
2034,40,0,-158,8,18,-531,15,2,61
2035,52,0,-276,10,38,-650,36,2,127
2036,40,0,-271,8,23,-638,33,0,80
2037,49,0,-257,9,32,-607,23,7,111
2038,42,0,-262,8,13,-607,24,4,154
2039,51,0,-210,8,40,-589,28,2,56
2040,54,0,-333,11,38,-676,15,2,153
2041,41,1,-271,10,21,-458,36,12,276
2042,54,0,-266,9,27,-592,24,4,104
2043,48,0,-171,9,36,-497,26,5,165
2044,52,2,-286,9,13,-646,18,0,157
2045,43,0,-269,9,22,-523,18,0,263
2046,52,0,-274,7,24,-641,30,0,58

min,,0
max,,6
steps,,7
decimal
