year,annual-precipitations
1987,1172
1988,960
1989,444
1990,583
1991,500
1992,488
1993,695
1994,874
1995,751
1996,1102
1997,593
1998,675
1999,881
2000,772
2001,743
2002,1039
2003,760
2004,609
2005,685
2006,490
2007,495
2008,922
2009,663
2010,771
2011,712
2012,496
2013,597
2014,942
2015,760
2016,712
