year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,156,-263,-185,276
1988,-5,-124,-381,242
1989,-63,-352,-484,-8
1990,-58,-202,-399,107
1991,-1,-325,-367,26
1992,-68,-201,-308,-13
1993,-89,-250,-291,166
1994,19,-304,-214,165
1995,-83,-299,-252,183
1996,218,-290,-189,193
1997,-30,-272,-381,78
1998,-100,-37,-374,-32
1999,-30,-233,-191,165
2000,-166,-131,-272,159
2001,106,-317,-277,22
2002,5,-249,-13,140
2003,-76,-340,-367,279
2004,-45,-353,-368,175
2005,-158,-274,-175,53
2006,-22,-438,-342,33
2007,-111,-171,-407,-47
2008,31,-135,-376,271
2009,33,-246,-435,35
2010,121,-213,-470,160
2011,50,-354,-329,133
2012,-190,-218,-354,9
2013,82,-224,-438,-6
2014,93,-359,-159,191
2015,34,-261,-347,64
2016,-32,-275,-389,167
