year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.8,16.2,23.1,11.5
1988,8.7,16.9,22.7,11.4
1989,9.5,17.5,23.8,11.5
1990,10.2,17.3,23.6,10.8
1991,8.3,16.2,24.5,10.1
1992,8.0,16.9,22.4,11.3
1993,7.9,17.4,21.5,10.3
1994,9.7,17.2,23.7,12.4
1995,8.8,17.2,22.8,12.1
1996,8.2,17.6,21.3,10.9
1997,10.2,17.4,23.3,12.1
1998,9.3,17.5,23.2,9.9
1999,8.8,18.0,23.4,10.6
2000,9.5,18.0,22.5,11.9
2001,10.1,18.1,22.7,11.0
2002,9.9,17.8,22.0,12.4
2003,7.7,19.3,25.0,11.3
2004,7.9,17.6,23.0,11.5
2005,7.5,18.4,23.1,10.6
2006,7.6,18.7,24.2,13.1
2007,10.1,19.1,22.3,10.8
2008,9.4,17.5,22.5,10.5
2009,8.1,18.8,24.3,11.9
2010,6.8,17.4,23.2,10.2
2011,8.8,19.1,23.2,13.1
2012,8.8,18.0,23.8,12.1
2013,7.2,16.3,23.8,12.2
2014,10.1,19.0,22.8,13.5
2015,8.8,19.1,23.9,13.2
2016,9.7,17.8,24.6,12.0
