year,F1,F3,M4
,label F1,label F3,label M4
1987,34,110,6
1988,18,99,5
1989,21,109,7
1990,46,107,5
1991,36,98,2
1992,39,107,8
1993,25,106,6
1994,29,113,5
1995,31,106,5
1996,31,96,7
1997,26,109,5
1998,52,116,4
1999,43,112,3
2000,26,111,3
2001,23,103,8
2002,30,114,7
2003,43,101,6
2004,39,115,6
2005,28,98,3
2006,40,113,4
2007,44,100,7
2008,24,106,6
2009,34,104,5
2010,34,107,3
2011,34,106,4
2012,43,112,6
2013,33,108,7
2014,27,112,4
2015,46,106,4
2016,29,102,5
2016
2017,20,103,10
2018,19,102,9
2019,32,101,7
2020,30,103,8
2021,21,104,6
2022,14,107,7
2023,25,102,6
2024,46,110,6
2025,25,105,7
2026,29,101,6
2027,25,98,8
2028,25,115,5
2029,28,107,8
2030,26,104,7
2031,23,103,9
2032,26,108,8
2033,26,99,5
2034,32,97,7
2035,32,101,8
2036,27,99,10
2037,25,102,8
2038,28,99,6
2039,29,90,7
2040,20,102,9
2041,19,106,8
2042,28,90,8
2043,36,110,8
2044,19,93,9
2045,26,100,6
2046,40,109,7

min,,70
max,,140
steps,,11
decimal
