year,annual-estival-days
1987,97
1988,97
1989,119
1990,115
1991,106
1992,85
1993,89
1994,106
1995,97
1996,85
1997,118
1998,112
1999,117
2000,117
2001,111
2002,108
2003,126
2004,123
2005,113
2006,124
2007,133
2008,95
2009,134
2010,112
2011,140
2012,128
2013,110
2014,131
2015,131
2016,116

min,0
max,150
steps,11
decimal
,140
