year,annual-hydric-deficit
1987,-487
1988,-158
1989,-607
1990,-451
1991,-363
1992,-46
1993,-79
1994,-170
1995,25
1996,-59
1997,-306
1998,-334
1999,-62
2000,-165
2001,-346
2002,-122
2003,-519
2004,-279
2005,-389
2006,-471
2007,-270
2008,-99
2009,-259
2010,-319
2011,-431
2012,-363
2013,-15
2014,-116
2015,-279
2016,-178
