year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,5.5,14.7,21.3,10.8
1988,8.0,15.5,20.0,10.3
1989,8.2,15.6,21.1,11.8
1990,9.3,15.6,21.5,9.5
1991,7.3,13.9,22.1,9.1
1992,6.8,15.0,20.4,10.1
1993,7.3,15.6,19.3,9.6
1994,7.9,15.1,21.5,11.2
1995,7.0,15.1,19.9,11.1
1996,7.4,15.6,18.9,9.2
1997,8.7,16.0,21.0,10.8
1998,8.6,15.6,20.6,7.8
1999,7.0,16.0,21.6,8.7
2000,7.2,16.3,20.3,10.7
2001,8.6,15.4,20.1,8.8
2002,8.3,15.6,19.3,10.8
2003,6.5,18.0,23.3,9.8
2004,6.4,15.4,21.1,9.7
2005,5.2,16.8,20.3,8.8
2006,6.1,16.9,22.0,11.1
2007,7.5,16.8,19.5,8.3
2008,8.0,15.7,20.1,8.7
2009,6.4,16.7,21.9,10.4
2010,5.5,15.4,20.8,8.3
2011,7.3,17.1,21.1,11.5
2012,5.7,15.9,21.3,10.5
2013,5.7,13.6,21.0,9.7
2014,8.2,16.1,19.7,11.2
2015,6.1,16.7,20.5,10.8
2016,7.8,15.0,20.8,10.0
