year,F1,F3,M4
,label F1,label F3,label M4
1987,36,110,4
1988,62,117,4
1989,43,125,5
1990,37,115,4
1991,46,126,2
1992,44,126,4
1993,35,119,6
1994,41,110,4
1995,29,110,3
1996,51,115,2
1997,62,126,6
1998,53,118,4
1999,46,118,1
2000,47,114,2
2001,66,127,8
2002,38,125,5
2003,41,110,3
2004,37,126,4
2005,38,124,3
2006,40,111,7
2007,47,118,3
2008,30,122,2
2009,32,119,5
2010,52,110,4
2011,43,122,3
2012,48,118,3
2013,55,128,2
2014,39,114,4
2015,52,113,2
2016,68,123,4
2016
2017,46,120,3
2018,31,122,6
2019,26,111,5
2020,26,115,6
2021,24,121,6
2022,23,124,7
2023,21,106,6
2024,45,119,4
2025,33,118,8
2026,27,109,5
2027,46,119,6
2028,36,111,8
2029,40,102,4
2030,48,119,6
2031,48,114,7
2032,37,117,6
2033,34,121,3
2034,35,107,7
2035,20,108,7
2036,42,113,1
2037,27,113,7
2038,23,121,6
2039,20,122,7
2040,39,125,9
2041,34,99,4
2042,41,113,4
2043,46,106,3
2044,41,110,5
2045,24,101,5
2046,31,113,5

min,,70
max,,140
steps,,11
decimal
