year,annual-average-temperature
1987,13.1
1988,13.5
1989,14.2
1990,14.0
1991,13.1
1992,13.1
1993,13.0
1994,14.0
1995,13.3
1996,12.8
1997,14.1
1998,13.2
1999,13.4
2000,13.6
2001,13.3
2002,13.5
2003,14.4
2004,13.2
2005,12.9
2006,14.1
2007,13.1
2008,13.1
2009,13.9
2010,12.5
2011,14.3
2012,13.4
2013,12.6
2014,13.8
2015,13.6
2016,13.4

min,10
max,16
steps,7
decimal


